	region_code	region	death	date
684	5	Veneto	163	2015-02-04
685	6	Friuli-Venezia Giulia	56	2015-02-04
686	7	Liguria	79	2015-02-04
687	8	Emilia-Romagna	188	2015-02-04
688	9	Toscana	159	2015-02-04
689	10	Umbria	44	2015-02-04
690	11	Marche	75	2015-02-04
691	12	Lazio	177	2015-02-04
692	13	Abruzzo	54	2015-02-04
693	14	Molise	13	2015-02-04
694	15	Campania	179	2015-02-04
695	16	Puglia	131	2015-02-04
696	17	Basilicata	12	2015-02-04
697	18	Calabria	72	2015-02-04
698	19	Sicilia	188	2015-02-04
699	20	Sardegna	58	2015-02-04
700	1	Piemonte	199	2015-02-05
701	2	Valle d'Aosta/Vallée d'Aoste	6	2015-02-05
702	3	Lombardia	353	2015-02-05
703	4	Trentino-Alto Adige/Südtirol	28	2015-02-05
704	5	Veneto	163	2015-02-05
705	6	Friuli-Venezia Giulia	56	2015-02-05
706	7	Liguria	79	2015-02-05
707	8	Emilia-Romagna	188	2015-02-05
708	9	Toscana	159	2015-02-05
709	10	Umbria	44	2015-02-05
710	11	Marche	75	2015-02-05
711	12	Lazio	177	2015-02-05
712	13	Abruzzo	54	2015-02-05
713	14	Molise	13	2015-02-05
714	15	Campania	179	2015-02-05
715	16	Puglia	131	2015-02-05
716	17	Basilicata	12	2015-02-05
717	18	Calabria	72	2015-02-05
718	19	Sicilia	188	2015-02-05
719	20	Sardegna	58	2015-02-05
720	1	Piemonte	199	2015-02-06
721	2	Valle d'Aosta/Vallée d'Aoste	6	2015-02-06
722	3	Lombardia	353	2015-02-06
723	4	Trentino-Alto Adige/Südtirol	28	2015-02-06
724	5	Veneto	163	2015-02-06
725	6	Friuli-Venezia Giulia	56	2015-02-06
726	7	Liguria	79	2015-02-06
727	8	Emilia-Romagna	188	2015-02-06
728	9	Toscana	159	2015-02-06
729	10	Umbria	44	2015-02-06
730	11	Marche	75	2015-02-06
731	12	Lazio	177	2015-02-06
732	13	Abruzzo	54	2015-02-06
733	14	Molise	13	2015-02-06
734	15	Campania	179	2015-02-06
735	16	Puglia	131	2015-02-06
736	17	Basilicata	12	2015-02-06
737	18	Calabria	72	2015-02-06
738	19	Sicilia	188	2015-02-06
739	20	Sardegna	58	2015-02-06
740	1	Piemonte	199	2015-02-07
741	2	Valle d'Aosta/Vallée d'Aoste	6	2015-02-07
742	3	Lombardia	353	2015-02-07
743	4	Trentino-Alto Adige/Südtirol	28	2015-02-07
744	5	Veneto	163	2015-02-07
745	6	Friuli-Venezia Giulia	56	2015-02-07
746	7	Liguria	79	2015-02-07
747	8	Emilia-Romagna	188	2015-02-07
748	9	Toscana	159	2015-02-07
749	10	Umbria	44	2015-02-07
750	11	Marche	75	2015-02-07
751	12	Lazio	177	2015-02-07
752	13	Abruzzo	54	2015-02-07
753	14	Molise	13	2015-02-07
754	15	Campania	179	2015-02-07
755	16	Puglia	131	2015-02-07
756	17	Basilicata	12	2015-02-07
757	18	Calabria	72	2015-02-07
758	19	Sicilia	188	2015-02-07
759	20	Sardegna	58	2015-02-07
760	1	Piemonte	199	2015-02-08
761	2	Valle d'Aosta/Vallée d'Aoste	6	2015-02-08
762	3	Lombardia	353	2015-02-08
763	4	Trentino-Alto Adige/Südtirol	28	2015-02-08
764	5	Veneto	163	2015-02-08
765	6	Friuli-Venezia Giulia	56	2015-02-08
766	7	Liguria	79	2015-02-08
767	8	Emilia-Romagna	188	2015-02-08
768	9	Toscana	159	2015-02-08
769	10	Umbria	44	2015-02-08
770	11	Marche	75	2015-02-08
771	12	Lazio	177	2015-02-08
772	13	Abruzzo	54	2015-02-08
773	14	Molise	13	2015-02-08
774	15	Campania	179	2015-02-08
775	16	Puglia	131	2015-02-08
776	17	Basilicata	12	2015-02-08
777	18	Calabria	72	2015-02-08
778	19	Sicilia	188	2015-02-08
779	20	Sardegna	58	2015-02-08
780	1	Piemonte	199	2015-02-09
781	2	Valle d'Aosta/Vallée d'Aoste	6	2015-02-09
782	3	Lombardia	353	2015-02-09
783	4	Trentino-Alto Adige/Südtirol	28	2015-02-09
784	5	Veneto	163	2015-02-09
785	6	Friuli-Venezia Giulia	56	2015-02-09
786	7	Liguria	79	2015-02-09
787	8	Emilia-Romagna	188	2015-02-09
788	9	Toscana	159	2015-02-09
789	10	Umbria	44	2015-02-09
790	11	Marche	75	2015-02-09
791	12	Lazio	177	2015-02-09
792	13	Abruzzo	54	2015-02-09
793	14	Molise	13	2015-02-09
794	15	Campania	179	2015-02-09
795	16	Puglia	131	2015-02-09
796	17	Basilicata	12	2015-02-09
797	18	Calabria	72	2015-02-09
798	19	Sicilia	188	2015-02-09
799	20	Sardegna	58	2015-02-09
800	1	Piemonte	199	2015-02-10
801	2	Valle d'Aosta/Vallée d'Aoste	6	2015-02-10
802	3	Lombardia	353	2015-02-10
803	4	Trentino-Alto Adige/Südtirol	28	2015-02-10
804	5	Veneto	163	2015-02-10
805	6	Friuli-Venezia Giulia	56	2015-02-10
806	7	Liguria	79	2015-02-10
807	8	Emilia-Romagna	188	2015-02-10
808	9	Toscana	159	2015-02-10
809	10	Umbria	44	2015-02-10
810	11	Marche	75	2015-02-10
811	12	Lazio	177	2015-02-10
812	13	Abruzzo	54	2015-02-10
813	14	Molise	13	2015-02-10
814	15	Campania	179	2015-02-10
815	16	Puglia	131	2015-02-10
816	17	Basilicata	12	2015-02-10
817	18	Calabria	72	2015-02-10
818	19	Sicilia	188	2015-02-10
819	20	Sardegna	58	2015-02-10
820	1	Piemonte	199	2015-02-11
821	2	Valle d'Aosta/Vallée d'Aoste	6	2015-02-11
822	3	Lombardia	353	2015-02-11
823	4	Trentino-Alto Adige/Südtirol	28	2015-02-11
824	5	Veneto	163	2015-02-11
825	6	Friuli-Venezia Giulia	56	2015-02-11
826	7	Liguria	79	2015-02-11
827	8	Emilia-Romagna	188	2015-02-11
828	9	Toscana	159	2015-02-11
829	10	Umbria	44	2015-02-11
830	11	Marche	75	2015-02-11
831	12	Lazio	177	2015-02-11
832	13	Abruzzo	54	2015-02-11
833	14	Molise	13	2015-02-11
834	15	Campania	179	2015-02-11
835	16	Puglia	131	2015-02-11
836	17	Basilicata	12	2015-02-11
837	18	Calabria	72	2015-02-11
838	19	Sicilia	188	2015-02-11
839	20	Sardegna	58	2015-02-11
840	1	Piemonte	199	2015-02-12
841	2	Valle d'Aosta/Vallée d'Aoste	6	2015-02-12
842	3	Lombardia	353	2015-02-12
843	4	Trentino-Alto Adige/Südtirol	28	2015-02-12
844	5	Veneto	163	2015-02-12
845	6	Friuli-Venezia Giulia	56	2015-02-12
846	7	Liguria	79	2015-02-12
847	8	Emilia-Romagna	188	2015-02-12
848	9	Toscana	159	2015-02-12
849	10	Umbria	44	2015-02-12
850	11	Marche	75	2015-02-12
851	12	Lazio	177	2015-02-12
852	13	Abruzzo	54	2015-02-12
853	14	Molise	13	2015-02-12
854	15	Campania	179	2015-02-12
855	16	Puglia	131	2015-02-12
856	17	Basilicata	12	2015-02-12
857	18	Calabria	72	2015-02-12
858	19	Sicilia	188	2015-02-12
859	20	Sardegna	58	2015-02-12
860	1	Piemonte	199	2015-02-13
861	2	Valle d'Aosta/Vallée d'Aoste	6	2015-02-13
862	3	Lombardia	353	2015-02-13
863	4	Trentino-Alto Adige/Südtirol	28	2015-02-13
864	5	Veneto	163	2015-02-13
865	6	Friuli-Venezia Giulia	56	2015-02-13
866	7	Liguria	79	2015-02-13
867	8	Emilia-Romagna	188	2015-02-13
868	9	Toscana	159	2015-02-13
869	10	Umbria	44	2015-02-13
870	11	Marche	75	2015-02-13
871	12	Lazio	177	2015-02-13
872	13	Abruzzo	54	2015-02-13
873	14	Molise	13	2015-02-13
874	15	Campania	179	2015-02-13
875	16	Puglia	131	2015-02-13
876	17	Basilicata	12	2015-02-13
877	18	Calabria	72	2015-02-13
878	19	Sicilia	188	2015-02-13
879	20	Sardegna	58	2015-02-13
880	1	Piemonte	199	2015-02-14
881	2	Valle d'Aosta/Vallée d'Aoste	6	2015-02-14
882	3	Lombardia	353	2015-02-14
883	4	Trentino-Alto Adige/Südtirol	28	2015-02-14
884	5	Veneto	163	2015-02-14
885	6	Friuli-Venezia Giulia	56	2015-02-14
886	7	Liguria	79	2015-02-14
887	8	Emilia-Romagna	188	2015-02-14
888	9	Toscana	159	2015-02-14
889	10	Umbria	44	2015-02-14
890	11	Marche	75	2015-02-14
891	12	Lazio	177	2015-02-14
892	13	Abruzzo	54	2015-02-14
893	14	Molise	13	2015-02-14
894	15	Campania	179	2015-02-14
895	16	Puglia	131	2015-02-14
896	17	Basilicata	12	2015-02-14
897	18	Calabria	72	2015-02-14
898	19	Sicilia	188	2015-02-14
899	20	Sardegna	58	2015-02-14
900	1	Piemonte	199	2015-02-15
901	2	Valle d'Aosta/Vallée d'Aoste	6	2015-02-15
902	3	Lombardia	353	2015-02-15
903	4	Trentino-Alto Adige/Südtirol	28	2015-02-15
904	5	Veneto	163	2015-02-15
905	6	Friuli-Venezia Giulia	56	2015-02-15
906	7	Liguria	79	2015-02-15
907	8	Emilia-Romagna	188	2015-02-15
908	9	Toscana	159	2015-02-15
909	10	Umbria	44	2015-02-15
910	11	Marche	75	2015-02-15
911	12	Lazio	177	2015-02-15
912	13	Abruzzo	54	2015-02-15
913	14	Molise	13	2015-02-15
914	15	Campania	179	2015-02-15
915	16	Puglia	131	2015-02-15
916	17	Basilicata	12	2015-02-15
917	18	Calabria	72	2015-02-15
918	19	Sicilia	188	2015-02-15
919	20	Sardegna	58	2015-02-15
920	1	Piemonte	199	2015-02-16
921	2	Valle d'Aosta/Vallée d'Aoste	6	2015-02-16
922	3	Lombardia	353	2015-02-16
923	4	Trentino-Alto Adige/Südtirol	28	2015-02-16
924	5	Veneto	163	2015-02-16
925	6	Friuli-Venezia Giulia	56	2015-02-16
926	7	Liguria	79	2015-02-16
927	8	Emilia-Romagna	188	2015-02-16
928	9	Toscana	159	2015-02-16
929	10	Umbria	44	2015-02-16
930	11	Marche	75	2015-02-16
931	12	Lazio	177	2015-02-16
932	13	Abruzzo	54	2015-02-16
933	14	Molise	13	2015-02-16
934	15	Campania	179	2015-02-16
935	16	Puglia	131	2015-02-16
936	17	Basilicata	12	2015-02-16
937	18	Calabria	72	2015-02-16
938	19	Sicilia	188	2015-02-16
939	20	Sardegna	58	2015-02-16
940	1	Piemonte	199	2015-02-17
941	2	Valle d'Aosta/Vallée d'Aoste	6	2015-02-17
942	3	Lombardia	353	2015-02-17
943	4	Trentino-Alto Adige/Südtirol	28	2015-02-17
944	5	Veneto	163	2015-02-17
945	6	Friuli-Venezia Giulia	56	2015-02-17
946	7	Liguria	79	2015-02-17
947	8	Emilia-Romagna	188	2015-02-17
948	9	Toscana	159	2015-02-17
949	10	Umbria	44	2015-02-17
950	11	Marche	75	2015-02-17
951	12	Lazio	177	2015-02-17
952	13	Abruzzo	54	2015-02-17
953	14	Molise	13	2015-02-17
954	15	Campania	179	2015-02-17
955	16	Puglia	131	2015-02-17
956	17	Basilicata	12	2015-02-17
957	18	Calabria	72	2015-02-17
958	19	Sicilia	188	2015-02-17
959	20	Sardegna	58	2015-02-17
960	1	Piemonte	199	2015-02-18
961	2	Valle d'Aosta/Vallée d'Aoste	6	2015-02-18
962	3	Lombardia	353	2015-02-18
963	4	Trentino-Alto Adige/Südtirol	28	2015-02-18
964	5	Veneto	163	2015-02-18
965	6	Friuli-Venezia Giulia	56	2015-02-18
966	7	Liguria	79	2015-02-18
967	8	Emilia-Romagna	188	2015-02-18
968	9	Toscana	159	2015-02-18
969	10	Umbria	44	2015-02-18
970	11	Marche	75	2015-02-18
971	12	Lazio	177	2015-02-18
972	13	Abruzzo	54	2015-02-18
973	14	Molise	13	2015-02-18
974	15	Campania	179	2015-02-18
975	16	Puglia	131	2015-02-18
976	17	Basilicata	12	2015-02-18
977	18	Calabria	72	2015-02-18
978	19	Sicilia	188	2015-02-18
979	20	Sardegna	58	2015-02-18
980	1	Piemonte	199	2015-02-19
981	2	Valle d'Aosta/Vallée d'Aoste	6	2015-02-19
982	3	Lombardia	353	2015-02-19
983	4	Trentino-Alto Adige/Südtirol	28	2015-02-19
984	5	Veneto	163	2015-02-19
985	6	Friuli-Venezia Giulia	56	2015-02-19
986	7	Liguria	79	2015-02-19
987	8	Emilia-Romagna	188	2015-02-19
988	9	Toscana	159	2015-02-19
989	10	Umbria	44	2015-02-19
990	11	Marche	75	2015-02-19
991	12	Lazio	177	2015-02-19
992	13	Abruzzo	54	2015-02-19
993	14	Molise	13	2015-02-19
994	15	Campania	179	2015-02-19
995	16	Puglia	131	2015-02-19
996	17	Basilicata	12	2015-02-19
997	18	Calabria	72	2015-02-19
998	19	Sicilia	188	2015-02-19
999	20	Sardegna	58	2015-02-19
1000	1	Piemonte	199	2015-02-20
1001	2	Valle d'Aosta/Vallée d'Aoste	6	2015-02-20
1002	3	Lombardia	353	2015-02-20
1003	4	Trentino-Alto Adige/Südtirol	28	2015-02-20
1004	5	Veneto	163	2015-02-20
1005	6	Friuli-Venezia Giulia	56	2015-02-20
1006	7	Liguria	79	2015-02-20
1007	8	Emilia-Romagna	188	2015-02-20
1008	9	Toscana	159	2015-02-20
1009	10	Umbria	44	2015-02-20
1010	11	Marche	75	2015-02-20
1011	12	Lazio	177	2015-02-20
1012	13	Abruzzo	54	2015-02-20
1013	14	Molise	13	2015-02-20
1014	15	Campania	179	2015-02-20
1015	16	Puglia	131	2015-02-20
1016	17	Basilicata	12	2015-02-20
1017	18	Calabria	72	2015-02-20
1018	19	Sicilia	188	2015-02-20
1019	20	Sardegna	58	2015-02-20
1020	1	Piemonte	199	2015-02-21
1021	2	Valle d'Aosta/Vallée d'Aoste	6	2015-02-21
1022	3	Lombardia	353	2015-02-21
1023	4	Trentino-Alto Adige/Südtirol	28	2015-02-21
1024	5	Veneto	163	2015-02-21
1025	6	Friuli-Venezia Giulia	56	2015-02-21
1026	7	Liguria	79	2015-02-21
1027	8	Emilia-Romagna	188	2015-02-21
1028	9	Toscana	159	2015-02-21
1029	10	Umbria	44	2015-02-21
1030	11	Marche	75	2015-02-21
1031	12	Lazio	177	2015-02-21
1032	13	Abruzzo	54	2015-02-21
1033	14	Molise	13	2015-02-21
1034	15	Campania	179	2015-02-21
1035	16	Puglia	131	2015-02-21
1036	17	Basilicata	12	2015-02-21
1037	18	Calabria	72	2015-02-21
1038	19	Sicilia	188	2015-02-21
1039	20	Sardegna	58	2015-02-21
1040	1	Piemonte	199	2015-02-22
1041	2	Valle d'Aosta/Vallée d'Aoste	6	2015-02-22
1042	3	Lombardia	353	2015-02-22
1043	4	Trentino-Alto Adige/Südtirol	28	2015-02-22
1044	5	Veneto	163	2015-02-22
1045	6	Friuli-Venezia Giulia	56	2015-02-22
1046	7	Liguria	79	2015-02-22
1047	8	Emilia-Romagna	188	2015-02-22
1048	9	Toscana	159	2015-02-22
1049	10	Umbria	44	2015-02-22
1050	11	Marche	75	2015-02-22
1051	12	Lazio	177	2015-02-22
1052	13	Abruzzo	54	2015-02-22
1053	14	Molise	13	2015-02-22
1054	15	Campania	179	2015-02-22
1055	16	Puglia	131	2015-02-22
1056	17	Basilicata	12	2015-02-22
1057	18	Calabria	72	2015-02-22
1058	19	Sicilia	188	2015-02-22
1059	20	Sardegna	58	2015-02-22
1060	1	Piemonte	199	2015-02-23
1061	2	Valle d'Aosta/Vallée d'Aoste	6	2015-02-23
1062	3	Lombardia	353	2015-02-23
1063	4	Trentino-Alto Adige/Südtirol	28	2015-02-23
1064	5	Veneto	163	2015-02-23
1065	6	Friuli-Venezia Giulia	56	2015-02-23
1066	7	Liguria	79	2015-02-23
1067	8	Emilia-Romagna	188	2015-02-23
1068	9	Toscana	159	2015-02-23
1069	10	Umbria	44	2015-02-23
1070	11	Marche	75	2015-02-23
1071	12	Lazio	177	2015-02-23
1072	13	Abruzzo	54	2015-02-23
1073	14	Molise	13	2015-02-23
1074	15	Campania	179	2015-02-23
1075	16	Puglia	131	2015-02-23
1076	17	Basilicata	12	2015-02-23
1077	18	Calabria	72	2015-02-23
1078	19	Sicilia	188	2015-02-23
1079	20	Sardegna	58	2015-02-23
1080	1	Piemonte	199	2015-02-24
1081	2	Valle d'Aosta/Vallée d'Aoste	6	2015-02-24
1082	3	Lombardia	353	2015-02-24
1083	4	Trentino-Alto Adige/Südtirol	28	2015-02-24
1084	5	Veneto	163	2015-02-24
1085	6	Friuli-Venezia Giulia	56	2015-02-24
1086	7	Liguria	79	2015-02-24
1087	8	Emilia-Romagna	188	2015-02-24
1088	9	Toscana	159	2015-02-24
1089	10	Umbria	44	2015-02-24
1090	11	Marche	75	2015-02-24
1091	12	Lazio	177	2015-02-24
1092	13	Abruzzo	54	2015-02-24
1093	14	Molise	13	2015-02-24
1094	15	Campania	179	2015-02-24
1095	16	Puglia	131	2015-02-24
1096	17	Basilicata	12	2015-02-24
1097	18	Calabria	72	2015-02-24
1098	19	Sicilia	188	2015-02-24
1099	20	Sardegna	58	2015-02-24
1100	1	Piemonte	199	2015-02-25
1101	2	Valle d'Aosta/Vallée d'Aoste	6	2015-02-25
1102	3	Lombardia	353	2015-02-25
1103	4	Trentino-Alto Adige/Südtirol	28	2015-02-25
1104	5	Veneto	163	2015-02-25
1105	6	Friuli-Venezia Giulia	56	2015-02-25
1106	7	Liguria	79	2015-02-25
1107	8	Emilia-Romagna	188	2015-02-25
1108	9	Toscana	159	2015-02-25
1109	10	Umbria	44	2015-02-25
1110	11	Marche	75	2015-02-25
1111	12	Lazio	177	2015-02-25
1112	13	Abruzzo	54	2015-02-25
1113	14	Molise	13	2015-02-25
1114	15	Campania	179	2015-02-25
1115	16	Puglia	131	2015-02-25
1116	17	Basilicata	12	2015-02-25
1117	18	Calabria	72	2015-02-25
1118	19	Sicilia	188	2015-02-25
1119	20	Sardegna	58	2015-02-25
1120	1	Piemonte	199	2015-02-26
1121	2	Valle d'Aosta/Vallée d'Aoste	6	2015-02-26
1122	3	Lombardia	353	2015-02-26
1123	4	Trentino-Alto Adige/Südtirol	28	2015-02-26
1124	5	Veneto	163	2015-02-26
1125	6	Friuli-Venezia Giulia	56	2015-02-26
1126	7	Liguria	79	2015-02-26
1127	8	Emilia-Romagna	188	2015-02-26
1128	9	Toscana	159	2015-02-26
1129	10	Umbria	44	2015-02-26
1130	11	Marche	75	2015-02-26
1131	12	Lazio	177	2015-02-26
1132	13	Abruzzo	54	2015-02-26
1133	14	Molise	13	2015-02-26
1134	15	Campania	179	2015-02-26
1135	16	Puglia	131	2015-02-26
1136	17	Basilicata	12	2015-02-26
1137	18	Calabria	72	2015-02-26
1138	19	Sicilia	188	2015-02-26
1139	20	Sardegna	58	2015-02-26
1140	1	Piemonte	199	2015-02-27
1141	2	Valle d'Aosta/Vallée d'Aoste	6	2015-02-27
1142	3	Lombardia	353	2015-02-27
1143	4	Trentino-Alto Adige/Südtirol	28	2015-02-27
1144	5	Veneto	163	2015-02-27
1145	6	Friuli-Venezia Giulia	56	2015-02-27
1146	7	Liguria	79	2015-02-27
1147	8	Emilia-Romagna	188	2015-02-27
1148	9	Toscana	159	2015-02-27
1149	10	Umbria	44	2015-02-27
1150	11	Marche	75	2015-02-27
1151	12	Lazio	177	2015-02-27
1152	13	Abruzzo	54	2015-02-27
1153	14	Molise	13	2015-02-27
1154	15	Campania	179	2015-02-27
1155	16	Puglia	131	2015-02-27
1156	17	Basilicata	12	2015-02-27
1157	18	Calabria	72	2015-02-27
1158	19	Sicilia	188	2015-02-27
1159	20	Sardegna	58	2015-02-27
1160	1	Piemonte	199	2015-02-28
1161	2	Valle d'Aosta/Vallée d'Aoste	6	2015-02-28
1162	3	Lombardia	353	2015-02-28
1163	4	Trentino-Alto Adige/Südtirol	28	2015-02-28
1164	5	Veneto	163	2015-02-28
1165	6	Friuli-Venezia Giulia	56	2015-02-28
1166	7	Liguria	79	2015-02-28
1167	8	Emilia-Romagna	188	2015-02-28
1168	9	Toscana	159	2015-02-28
1169	10	Umbria	44	2015-02-28
1170	11	Marche	75	2015-02-28
1171	12	Lazio	177	2015-02-28
1172	13	Abruzzo	54	2015-02-28
1173	14	Molise	13	2015-02-28
1174	15	Campania	179	2015-02-28
1175	16	Puglia	131	2015-02-28
1176	17	Basilicata	12	2015-02-28
1177	18	Calabria	72	2015-02-28
1178	19	Sicilia	188	2015-02-28
1179	20	Sardegna	58	2015-02-28
1180	1	Piemonte	168	2015-03-01
1181	2	Valle d'Aosta/Vallée d'Aoste	4	2015-03-01
1182	3	Lombardia	328	2015-03-01
1183	4	Trentino-Alto Adige/Südtirol	29	2015-03-01
1184	5	Veneto	157	2015-03-01
1185	6	Friuli-Venezia Giulia	31	2015-03-01
1186	7	Liguria	78	2015-03-01
1187	8	Emilia-Romagna	154	2015-03-01
1188	9	Toscana	142	2015-03-01
1189	10	Umbria	28	2015-03-01
1190	11	Marche	55	2015-03-01
1191	12	Lazio	179	2015-03-01
1192	13	Abruzzo	50	2015-03-01
1193	14	Molise	6	2015-03-01
1194	15	Campania	182	2015-03-01
1195	16	Puglia	128	2015-03-01
1196	17	Basilicata	22	2015-03-01
1197	18	Calabria	68	2015-03-01
1198	19	Sicilia	183	2015-03-01
1199	20	Sardegna	50	2015-03-01
1200	1	Piemonte	168	2015-03-02
1201	2	Valle d'Aosta/Vallée d'Aoste	4	2015-03-02
1202	3	Lombardia	328	2015-03-02
1203	4	Trentino-Alto Adige/Südtirol	29	2015-03-02
1204	5	Veneto	157	2015-03-02
1205	6	Friuli-Venezia Giulia	31	2015-03-02
1206	7	Liguria	78	2015-03-02
1207	8	Emilia-Romagna	154	2015-03-02
1208	9	Toscana	142	2015-03-02
1209	10	Umbria	28	2015-03-02
1210	11	Marche	55	2015-03-02
1211	12	Lazio	179	2015-03-02
1212	13	Abruzzo	50	2015-03-02
1213	14	Molise	6	2015-03-02
1214	15	Campania	182	2015-03-02
1215	16	Puglia	128	2015-03-02
1216	17	Basilicata	22	2015-03-02
1217	18	Calabria	68	2015-03-02
1218	19	Sicilia	183	2015-03-02
1219	20	Sardegna	50	2015-03-02
1220	1	Piemonte	168	2015-03-03
1221	2	Valle d'Aosta/Vallée d'Aoste	4	2015-03-03
1222	3	Lombardia	328	2015-03-03
1223	4	Trentino-Alto Adige/Südtirol	29	2015-03-03
1224	5	Veneto	157	2015-03-03
1225	6	Friuli-Venezia Giulia	31	2015-03-03
1226	7	Liguria	78	2015-03-03
1227	8	Emilia-Romagna	154	2015-03-03
1228	9	Toscana	142	2015-03-03
1229	10	Umbria	28	2015-03-03
1230	11	Marche	55	2015-03-03
1231	12	Lazio	179	2015-03-03
1232	13	Abruzzo	50	2015-03-03
1233	14	Molise	6	2015-03-03
1234	15	Campania	182	2015-03-03
1235	16	Puglia	128	2015-03-03
1236	17	Basilicata	22	2015-03-03
1237	18	Calabria	68	2015-03-03
1238	19	Sicilia	183	2015-03-03
1239	20	Sardegna	50	2015-03-03
1240	1	Piemonte	168	2015-03-04
1241	2	Valle d'Aosta/Vallée d'Aoste	4	2015-03-04
1242	3	Lombardia	328	2015-03-04
1243	4	Trentino-Alto Adige/Südtirol	29	2015-03-04
1244	5	Veneto	157	2015-03-04
1245	6	Friuli-Venezia Giulia	31	2015-03-04
1246	7	Liguria	78	2015-03-04
1247	8	Emilia-Romagna	154	2015-03-04
1248	9	Toscana	142	2015-03-04
1249	10	Umbria	28	2015-03-04
1250	11	Marche	55	2015-03-04
1251	12	Lazio	179	2015-03-04
1252	13	Abruzzo	50	2015-03-04
1253	14	Molise	6	2015-03-04
1254	15	Campania	182	2015-03-04
1255	16	Puglia	128	2015-03-04
1256	17	Basilicata	22	2015-03-04
1257	18	Calabria	68	2015-03-04
1258	19	Sicilia	183	2015-03-04
1259	20	Sardegna	50	2015-03-04
1260	1	Piemonte	168	2015-03-05
1261	2	Valle d'Aosta/Vallée d'Aoste	4	2015-03-05
1262	3	Lombardia	328	2015-03-05
1263	4	Trentino-Alto Adige/Südtirol	29	2015-03-05
1264	5	Veneto	157	2015-03-05
1265	6	Friuli-Venezia Giulia	31	2015-03-05
1266	7	Liguria	78	2015-03-05
1267	8	Emilia-Romagna	154	2015-03-05
1268	9	Toscana	142	2015-03-05
1269	10	Umbria	28	2015-03-05
1270	11	Marche	55	2015-03-05
1271	12	Lazio	179	2015-03-05
1272	13	Abruzzo	50	2015-03-05
1273	14	Molise	6	2015-03-05
1274	15	Campania	182	2015-03-05
1275	16	Puglia	128	2015-03-05
1276	17	Basilicata	22	2015-03-05
1277	18	Calabria	68	2015-03-05
1278	19	Sicilia	183	2015-03-05
1279	20	Sardegna	50	2015-03-05
1280	1	Piemonte	168	2015-03-06
1281	2	Valle d'Aosta/Vallée d'Aoste	4	2015-03-06
1282	3	Lombardia	328	2015-03-06
1283	4	Trentino-Alto Adige/Südtirol	29	2015-03-06
1284	5	Veneto	157	2015-03-06
1285	6	Friuli-Venezia Giulia	31	2015-03-06
1286	7	Liguria	78	2015-03-06
1287	8	Emilia-Romagna	154	2015-03-06
1288	9	Toscana	142	2015-03-06
1289	10	Umbria	28	2015-03-06
1290	11	Marche	55	2015-03-06
1291	12	Lazio	179	2015-03-06
1292	13	Abruzzo	50	2015-03-06
1293	14	Molise	6	2015-03-06
1294	15	Campania	182	2015-03-06
1295	16	Puglia	128	2015-03-06
1296	17	Basilicata	22	2015-03-06
1297	18	Calabria	68	2015-03-06
1298	19	Sicilia	183	2015-03-06
1299	20	Sardegna	50	2015-03-06
1300	1	Piemonte	168	2015-03-07
1301	2	Valle d'Aosta/Vallée d'Aoste	4	2015-03-07
1302	3	Lombardia	328	2015-03-07
1303	4	Trentino-Alto Adige/Südtirol	29	2015-03-07
1304	5	Veneto	157	2015-03-07
1305	6	Friuli-Venezia Giulia	31	2015-03-07
1306	7	Liguria	78	2015-03-07
1307	8	Emilia-Romagna	154	2015-03-07
1308	9	Toscana	142	2015-03-07
1309	10	Umbria	28	2015-03-07
1310	11	Marche	55	2015-03-07
1311	12	Lazio	179	2015-03-07
1312	13	Abruzzo	50	2015-03-07
1313	14	Molise	6	2015-03-07
1314	15	Campania	182	2015-03-07
1315	16	Puglia	128	2015-03-07
1316	17	Basilicata	22	2015-03-07
1317	18	Calabria	68	2015-03-07
1318	19	Sicilia	183	2015-03-07
1319	20	Sardegna	50	2015-03-07
1320	1	Piemonte	168	2015-03-08
1321	2	Valle d'Aosta/Vallée d'Aoste	4	2015-03-08
1322	3	Lombardia	328	2015-03-08
1323	4	Trentino-Alto Adige/Südtirol	29	2015-03-08
1324	5	Veneto	157	2015-03-08
1325	6	Friuli-Venezia Giulia	31	2015-03-08
1326	7	Liguria	78	2015-03-08
1327	8	Emilia-Romagna	154	2015-03-08
1328	9	Toscana	142	2015-03-08
1329	10	Umbria	28	2015-03-08
1330	11	Marche	55	2015-03-08
1331	12	Lazio	179	2015-03-08
1332	13	Abruzzo	50	2015-03-08
1333	14	Molise	6	2015-03-08
1334	15	Campania	182	2015-03-08
1335	16	Puglia	128	2015-03-08
1336	17	Basilicata	22	2015-03-08
1337	18	Calabria	68	2015-03-08
1338	19	Sicilia	183	2015-03-08
1339	20	Sardegna	50	2015-03-08
1340	1	Piemonte	168	2015-03-09
1341	2	Valle d'Aosta/Vallée d'Aoste	4	2015-03-09
1342	3	Lombardia	328	2015-03-09
1343	4	Trentino-Alto Adige/Südtirol	29	2015-03-09
1344	5	Veneto	157	2015-03-09
1345	6	Friuli-Venezia Giulia	31	2015-03-09
1346	7	Liguria	78	2015-03-09
1347	8	Emilia-Romagna	154	2015-03-09
1348	9	Toscana	142	2015-03-09
1349	10	Umbria	28	2015-03-09
1350	11	Marche	55	2015-03-09
1351	12	Lazio	179	2015-03-09
1352	13	Abruzzo	50	2015-03-09
1353	14	Molise	6	2015-03-09
