	date	state	confirmed	death	recovered
431	2/14/20	Victoria	4.0	0.0	4.0
432	2/15/20	Victoria	4.0	0.0	4.0
433	2/16/20	Victoria	4.0	0.0	4.0
434	2/17/20	Victoria	4.0	0.0	4.0
435	2/18/20	Victoria	4.0	0.0	4.0
436	2/19/20	Victoria	4.0	0.0	4.0
437	2/20/20	Victoria	4.0	0.0	4.0
438	2/21/20	Victoria	4.0	0.0	4.0
439	2/22/20	Victoria	4.0	0.0	4.0
440	2/23/20	Victoria	4.0	0.0	4.0
441	2/24/20	Victoria	4.0	0.0	4.0
442	2/25/20	Victoria	4.0	0.0	4.0
443	2/26/20	Victoria	4.0	0.0	4.0
444	2/27/20	Victoria	4.0	0.0	4.0
445	2/28/20	Victoria	4.0	0.0	4.0
446	2/29/20	Victoria	7.0	0.0	4.0
447	3/1/20	Victoria	7.0	0.0	4.0
448	3/2/20	Victoria	9.0	0.0	4.0
449	3/3/20	Victoria	9.0	0.0	4.0
450	3/4/20	Victoria	10.0	0.0	4.0
451	3/5/20	Victoria	10.0	0.0	7.0
452	3/6/20	Victoria	10.0	0.0	7.0
453	3/7/20	Victoria	11.0	0.0	7.0
454	3/8/20	Victoria	11.0	0.0	7.0
455	3/9/20	Victoria	15.0	0.0	7.0
456	3/10/20	Victoria	18.0	0.0	7.0
457	3/11/20	Victoria	21.0	0.0	7.0
458	3/12/20	Victoria	21.0	0.0	7.0
459	3/13/20	Victoria	36.0	0.0	8.0
460	3/14/20	Victoria	49.0	0.0	8.0
461	3/15/20	Victoria	57.0	0.0	8.0
462	3/16/20	Victoria	71.0	0.0	8.0
463	3/17/20	Victoria	94.0	0.0	8.0
464	3/18/20	Victoria	121.0	0.0	8.0
465	3/19/20	Victoria	121.0	0.0	8.0
466	3/20/20	Victoria	121.0	0.0	8.0
467	3/21/20	Victoria	229.0	0.0	8.0
468	3/22/20	Victoria	355.0	0.0	70.0
469	3/23/20	Victoria	355.0	0.0	70.0
470	3/24/20	Victoria	411.0	0.0	97.0
471	3/25/20	Victoria	466.0	0.0	97.0
472	3/26/20	Victoria	520.0	3.0	149.0
473	3/27/20	Victoria	574.0	3.0	171.0
474	3/28/20	Victoria	685.0	3.0	191.0
475	3/29/20	Victoria	769.0	4.0	191.0
476	1/22/20	Western Australia	0.0	0.0	0.0
477	1/23/20	Western Australia	0.0	0.0	0.0
478	1/24/20	Western Australia	0.0	0.0	0.0
479	1/25/20	Western Australia	0.0	0.0	0.0
480	1/26/20	Western Australia	0.0	0.0	0.0
481	1/27/20	Western Australia	0.0	0.0	0.0
482	1/28/20	Western Australia	0.0	0.0	0.0
483	1/29/20	Western Australia	0.0	0.0	0.0
484	1/30/20	Western Australia	0.0	0.0	0.0
485	1/31/20	Western Australia	0.0	0.0	0.0
486	2/1/20	Western Australia	0.0	0.0	0.0
487	2/2/20	Western Australia	0.0	0.0	0.0
488	2/3/20	Western Australia	0.0	0.0	0.0
489	2/4/20	Western Australia	0.0	0.0	0.0
490	2/5/20	Western Australia	0.0	0.0	0.0
491	2/6/20	Western Australia	0.0	0.0	0.0
492	2/7/20	Western Australia	0.0	0.0	0.0
493	2/8/20	Western Australia	0.0	0.0	0.0
494	2/9/20	Western Australia	0.0	0.0	0.0
495	2/10/20	Western Australia	0.0	0.0	0.0
496	2/11/20	Western Australia	0.0	0.0	0.0
497	2/12/20	Western Australia	0.0	0.0	0.0
498	2/13/20	Western Australia	0.0	0.0	0.0
499	2/14/20	Western Australia	0.0	0.0	0.0
500	2/15/20	Western Australia	0.0	0.0	0.0
501	2/16/20	Western Australia	0.0	0.0	0.0
502	2/17/20	Western Australia	0.0	0.0	0.0
503	2/18/20	Western Australia	0.0	0.0	0.0
504	2/19/20	Western Australia	0.0	0.0	0.0
505	2/20/20	Western Australia	0.0	0.0	0.0
506	2/21/20	Western Australia	0.0	0.0	0.0
507	2/22/20	Western Australia	0.0	0.0	0.0
508	2/23/20	Western Australia	0.0	0.0	0.0
509	2/24/20	Western Australia	0.0	0.0	0.0
510	2/25/20	Western Australia	0.0	0.0	0.0
511	2/26/20	Western Australia	0.0	0.0	0.0
512	2/27/20	Western Australia	0.0	0.0	0.0
513	2/28/20	Western Australia	0.0	0.0	0.0
514	2/29/20	Western Australia	2.0	0.0	0.0
515	3/1/20	Western Australia	2.0	1.0	0.0
516	3/2/20	Western Australia	2.0	1.0	0.0
517	3/3/20	Western Australia	2.0	1.0	0.0
518	3/4/20	Western Australia	2.0	1.0	0.0
519	3/5/20	Western Australia	3.0	1.0	0.0
520	3/6/20	Western Australia	3.0	1.0	0.0
521	3/7/20	Western Australia	3.0	1.0	0.0
522	3/8/20	Western Australia	3.0	1.0	0.0
523	3/9/20	Western Australia	4.0	1.0	0.0
524	3/10/20	Western Australia	6.0	1.0	0.0
525	3/11/20	Western Australia	9.0	1.0	0.0
526	3/12/20	Western Australia	9.0	1.0	0.0
527	3/13/20	Western Australia	14.0	1.0	0.0
528	3/14/20	Western Australia	17.0	1.0	0.0
