	week	region	age_group	male	female	total
359	23/02/2017-29/02/2017	Basilicata	1	0.0	0.0	0.0
360	01/03/2017-07/03/2017	Basilicata	1	0.0	0.0	0.0
361	08/03/2017-14/03/2017	Basilicata	1	1.0	0.0	1.0
362	15/03/2017-21/03/2017	Basilicata	1	0.0	0.0	0.0
363	01/01/2018-11/01/2018	Basilicata	1	1.0	1.0	2.0
364	12/01/2018-18/01/2018	Basilicata	1	0.0	0.0	0.0
365	19/01/2018-25/01/2018	Basilicata	1	0.0	0.0	0.0
366	26/01/2018-01/02/2018	Basilicata	1	1.0	0.0	1.0
367	02/02/2018-08/02/2018	Basilicata	1	1.0	1.0	2.0
368	09/02/2018-15/02/2018	Basilicata	1	1.0	1.0	2.0
369	16/02/2018-22/02/2018	Basilicata	1	1.0	0.0	1.0
370	23/02/2018-29/02/2018	Basilicata	1	0.0	0.0	0.0
371	01/03/2018-07/03/2018	Basilicata	1	0.0	2.0	2.0
372	08/03/2018-14/03/2018	Basilicata	1	0.0	0.0	0.0
373	15/03/2018-21/03/2018	Basilicata	1	0.0	0.0	0.0
374	01/01/2019-11/01/2019	Basilicata	1	1.0	2.0	3.0
375	12/01/2019-18/01/2019	Basilicata	1	0.0	0.0	0.0
376	19/01/2019-25/01/2019	Basilicata	1	0.0	0.0	0.0
